0,1,2,3,4,5,6,7,8,9,label
0.04608966641660206,0.13572085004853596,0.9189210513979195,0.10490831556829772,0.19468941167588827,0.4485896961051421,0.663050677941216,0.3031012578090121,0.4333369161426235,0.4614452776430077,0
0.7269532581515175,0.22597773059293091,0.789474178622797,0.08764399252125832,0.09805986787971488,0.10988503978568542,0.6426007881273368,0.792272704840231,0.7379139235138156,0.6300227975888895,3
0.6971526385229562,0.9036895146496349,0.8666847750167564,0.620757158439728,0.7655001151663625,0.40485465779833885,0.3655453492038919,0.7125775071952345,0.8810910812384569,0.28229096330359627,4
0.3282125012584578,0.25758607464963923,0.9001422430230503,0.9955415546287143,0.9909731364771504,0.46548960270167694,0.5962746620869349,0.6260542783618864,0.2546847753350029,0.7800318771779284,3
0.08240935434859997,0.664160161170227,0.6026173551600436,0.5088902499896418,0.021218774409410335,0.7070454463527982,0.5123892697396047,0.845840892558747,0.6207216332409483,0.47516699891263636,1
0.3731485179814006,0.699952609825783,0.755532850132929,0.24702324830154165,0.9147700397063458,0.5852640641354425,0.8024451521955895,0.09636982317261655,0.05165986508898135,0.9010265051568729,3
0.8242135532294028,0.13579000512239836,0.2613836016977835,0.31442576220674345,0.48259645478477886,0.38049929895618273,0.3082213951017604,0.32745876071044644,0.8191123044388499,0.41088508286283765,2
0.619081996651268,0.43583148618180734,0.5495442948396257,0.2016449264656146,0.7719646212426589,0.39166695085046965,0.004672421568683194,0.8864524388201651,0.6024625941799379,0.7923742669489832,2
0.47869090706411566,0.5387002085877484,0.08305402589447008,0.502667262377594,0.3607357370337082,0.13999594890654132,0.19256003925981457,0.15414752502753482,0.9011773497692517,0.6154689793334602,0
0.9100484151883083,0.11628336703847197,0.9066652452643835,0.1260903685863487,0.16252173853053298,0.21274559396052373,0.13797958188602522,0.9499214889817192,0.15314855385900228,0.5503084644813798,3
0.8551861239156778,0.8281014181241854,0.17766797553792224,0.324607319125537,0.12634980247145577,0.052650970021762,0.7890895257698061,0.10728962442349688,0.4381252702321957,0.5734132309683929,1
0.9411712123656396,0.7723706733297387,0.15695790763375872,0.10204374806108407,0.8680569846154026,0.12189802587440324,0.05237009441579088,0.638040079571336,0.2955527729545512,0.843966231128605,2
0.20031207671542017,0.2664544224568467,0.9080921394116205,0.5629380101029823,0.6033890316733032,0.39454040653896294,0.9456005595360082,0.28976081024069,0.5743901584210113,0.12210045752982923,0
0.6861101580721133,0.0808586385024751,0.5418616012487263,0.26383270788026403,0.304324699431456,0.8716463820622159,0.0739607312727878,0.34431763187785636,0.3825028104451764,0.5273887900676933,1
