# Placeholder file for SECA project structure
0,0,0.9810000061988831,-0.6258899938011169,1606890
0,1,0.9884999990463257,0.7412099990463257,247290
0,2,0.9871000051498413,0.8881460051498413,98954
0,3,0.9854999780654907,0.5821939780654908,403306
0,4,0.9861999750137329,0.1716299750137329,814570
0,0,0.20000000298023224,0.06821900298023223,131781
0,1,0.25,-2.911205,3161205
0,2,0.15000000596046448,0.028923005960464473,121077
0,3,0.30000001192092896,0.26301901192092897,36981
0,4,0.15000000596046448,-4.125652994039536,4275653
0,5,0.25,0.16508299999999998,84917
1,0,0.05000000074505806,-0.021204999254941945,71205
1,1,0.25,0.156715,93285
1,2,0.44999998807907104,0.378794988079071,71205
1,3,0.3499999940395355,0.3270189940395355,22981
1,4,0.44999998807907104,0.3586989880790711,91301
1,5,0.15000000596046448,-0.1426449940395355,292645
2,0,0.10000000149011612,-0.0016849985098838782,101685
2,1,0.44999998807907104,0.356314988079071,93685
2,2,0.15000000596046448,-0.12496499403953554,274965
2,3,0.15000000596046448,0.07641100596046448,73589
2,4,0.15000000596046448,0.058699005960464484,91301
2,5,0.25,-0.799477,1049477
3,0,0.25,0.148107,101893
3,1,0.25,0.15393099999999998,96069
3,2,0.10000000149011612,0.006315001490116115,93685
3,3,0.25,0.137483,112517
3,4,0.10000000149011612,0.07079500149011612,29205
3,5,0.4000000059604645,0.12937100596046447,270629
4,0,0.44999998807907104,0.257514988079071,192485
4,1,0.20000000298023224,0.07234700298023225,127653
4,2,0.25,0.148107,101893
4,3,0.44999998807907104,0.31916298807907106,130837
4,4,0.20000000298023224,-0.06781299701976778,267813
4,5,0.44999998807907104,0.35393098807907103,96069
0,0,0.8107200264930725,0.12879802649307248,681922
0,0,0.8141199946403503,0.48131799464035036,332802
0,0,0.7444345355033875,0.02650053550338749,717934
0,0,0.8047599792480469,-1.2678180207519532,2072578
0,0,0.9904000163078308,0.9027260163078308,87674
0,0,0.8973000049591064,0.7963620049591065,100938
0,1,0.8939999938011169,0.7394139938011169,154586
0,2,0.9035000205039978,0.7387220205039978,164778
0,0,0.9850999712944031,0.8322419712944031,152858
0,0,0.8125600218772888,0.08884602187728885,723714
0,0,0.9840999841690063,0.8829059841690063,101194
0,0,0.8111199736595154,-0.0036660263404846294,814786
0,0,0.9800000190734863,0.8790620190734864,100938
0,1,0.9887999892234802,0.9016539892234803,87146
0,2,0.9842000007629395,0.5632460007629394,420954
0,3,0.9728999733924866,-2.239974026607513,3212874
0,0,0.8694000244140625,0.7994540244140625,69946
0,1,0.883899986743927,0.476529986743927,407370
0,2,0.8788999915122986,0.6036739915122986,275226
0,3,0.8791999816894531,0.6728859816894531,206314
0,4,0.8258000016212463,0.6939500016212463,131850
0,5,0.8637999892234802,-0.7726580107765197,1636458
1,0,0.8277000188827515,0.6958500188827514,131850
1,1,0.8809999823570251,0.6701099823570251,210890
1,2,0.8805999755859375,0.6763179755859375,204282
1,3,0.8511999845504761,0.622533984550476,228666
1,4,0.8840000033378601,0.4820060033378601,401994
1,5,0.8258000016212463,0.7594700016212463,66330
2,0,0.8579000234603882,0.8175060234603881,40394
2,1,0.8623999953269958,0.7574299953269958,104970
2,2,0.8730999827384949,0.7904019827384949,82698
2,3,0.8723999857902527,0.4462459857902527,426154
2,4,0.8866000175476074,0.46044601754760744,426154
2,5,0.867900013923645,0.715074013923645,152826
3,0,0.849399983882904,0.7926379838829041,56762
3,1,0.8899999856948853,0.6649019856948852,225098
3,2,0.8163999915122986,0.7047099915122986,111690
3,3,0.8510000109672546,0.7761260109672546,74874
3,4,0.8672000169754028,0.7859740169754028,81226
3,5,0.8485999703407288,0.7371979703407288,111402
4,0,0.8529000282287598,0.7160100282287598,136890
4,1,0.8647000193595886,0.7962580193595886,68442
4,2,0.8676000237464905,0.7881980237464905,79402
4,3,0.8715999722480774,0.8054619722480774,66138
4,4,0.8295999765396118,0.7721659765396118,57434
4,5,0.8037999868392944,0.7015979868392944,102202
0,0,0.8154399991035461,0.37754999910354614,437890
0,0,0.43050000071525574,-0.008757999284744244,439258
0,1,0.8168799877166748,-0.7607220122833251,1577602
0,0,0.8233199715614319,-2.140522028438568,2963842
0,2,0.8223199844360352,-0.6234420155639648,1445762
0,3,0.824400007724762,0.453966007724762,370434
0,1,0.8265200257301331,0.43087002573013305,395650
0,0,0.8149999976158142,-0.13265000238418578,947650
0,4,0.8204799890518188,0.42482998905181885,395650
0,2,0.8239200115203857,0.45348601152038576,370434
0,1,0.8162400126457214,0.40356601264572145,412674
0,2,0.8153600096702576,-1.0259219903297425,1841282
0,5,0.8204799890518188,-0.1189140109481811,939394
0,3,0.8182399868965149,-0.06310601310348507,881346
0,4,0.8226799964904785,0.1407579964904785,681922
